Unnamed: 0,Reaction ID,Reaction: Links to Reaxys,Data Count,Number of Reaction Details,Reaction Rank,Record Type,Reactant,Product,Bin,Reaction,Reaction Details: Reaction Classification,Example label,Example title,Fulltext of reaction,Number of Reaction Steps,Multi-step Scheme,Multi-step Details,Number of Stages,Solid Phase,Time (Reaction Details) [h],Temperature (Reaction Details) [C],Pressure (Reaction Details) [Torr],pH-Value (Reaction Details),Other Conditions,Reaction Type,Subject Studied,Prototype Reaction,Named Reaction,Type of reaction description (Reaction Details),Location,Comment (Reaction Details),Product.1,Yield,Yield (numerical),Yield (optical),Stage Reactant,Reagent,Catalyst,Solvent (Reaction Details),References,Links to Reaxys,Yield combined,Reagents as SMILES,Reagents Not Converted,Reactants.Reagents>>Products,Reactants,Products,Reactants + Reagents
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=49083970&database=RX&origin=ReaxysOutput&ln=,(733 of 3836),1,76,full reaction; has preparation,"4-biphenylboronic acid; 3-benzoyl-5,5-dimethylimidazolidine-2,4-dione",biphenyl-4-yl-phenyl-methanone,293138,OB(O)C1=CC=C(C=C1)C1=CC=CC=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O>>O=C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,15,110,None,None,Sealed tube; Inert atmosphere,Suzuki-Miyaura Coupling,None,None,None,Experimental part,None,None,biphenyl-4-yl-phenyl-methanone,76 percent,76,None,None,"allylchloro[1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidine]palladium(II); potassium carbonate",None,"1,4-dioxane","Article; Luo, Zhongfeng; Liu, Tingting; Guo, Weijie; Wang, Zijia; Huang, Jingjun; Zhu, Yulin; Zeng, Zhuo; Organic Process Research and Development; vol. 22; 9; (2018); p. 1188 - 1199;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=74738040&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,76 percent76None,[K+].[K+].[O-]C([O-])=O,"allylchloro[1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidine]palladium(II)",OB(O)C1=CC=C(C=C1)C1=CC=CC=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O.[K+].[K+].[O-]C([O-])=O>>O=C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,OB(O)C1=CC=C(C=C1)C1=CC=CC=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O,O=C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,OB(O)C1=CC=C(C=C1)C1=CC=CC=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O.[K+].[K+].[O-]C([O-])=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=49083968&database=RX&origin=ReaxysOutput&ln=,(521 of 3836),2,80,full reaction; has preparation,"4-formylphenylboronic acid,; 3-benzoyl-5,5-dimethylimidazolidine-2,4-dione",4-benzoylbenzaldehyde,293138,OB(O)C1=CC=C(C=O)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O>>O=CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,15,110,None,None,Sealed tube; Inert atmosphere,Suzuki-Miyaura Coupling,None,None,None,Experimental part,None,None,4-benzoylbenzaldehyde,57 percent,57,None,None,"allylchloro[1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidine]palladium(II); potassium carbonate",None,"1,4-dioxane","Article; Luo, Zhongfeng; Liu, Tingting; Guo, Weijie; Wang, Zijia; Huang, Jingjun; Zhu, Yulin; Zeng, Zhuo; Organic Process Research and Development; vol. 22; 9; (2018); p. 1188 - 1199;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=74738040&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,57 percent57None,[K+].[K+].[O-]C([O-])=O,"allylchloro[1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidine]palladium(II)",OB(O)C1=CC=C(C=O)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O.[K+].[K+].[O-]C([O-])=O>>O=CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OB(O)C1=CC=C(C=O)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O,O=CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OB(O)C1=CC=C(C=O)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O.[K+].[K+].[O-]C([O-])=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=39965012&database=RX&origin=ReaxysOutput&ln=,(1010 of 5000),1,75,full reaction; has preparation,"4-formylphenylboronic acid,; 2-cyano-benzenediazonium tetrafluoroborate",4-(2-Cyanophenyl)benzaldehyde,293302,OB(O)C1=CC=C(C=O)C=C1.F[B](F)(F)F.N#CC1=CC=CC=C1[N+]#N>>O=CC1=CC=C(C=C1)C1=CC=CC=C1C#N,Preparation,None,None,None,1,None,None,None,None,24,30,None,None,Inert atmosphere,Suzuki-Miyaura Coupling,None,None,None,Experimental part,supporting information,None,4-(2-Cyanophenyl)benzaldehyde,72 percent,72,None,None,palladium diacetate,None,ethanol,"Article; Colleville, Aymeric P.; Horan, Richard A. J.; Tomkinson, Nicholas C. O.; Organic Process Research and Development; vol. 18; 9; (2014); p. 1128 - 1136;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=65944360&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,72 percent72None,[Pd++].CC([O-])=O.CC([O-])=O,,OB(O)C1=CC=C(C=O)C=C1.F[B](F)(F)F.N#CC1=CC=CC=C1[N+]#N.[Pd++].CC([O-])=O.CC([O-])=O>>O=CC1=CC=C(C=C1)C1=CC=CC=C1C#N,OB(O)C1=CC=C(C=O)C=C1.F[B](F)(F)F.N#CC1=CC=CC=C1[N+]#N,O=CC1=CC=C(C=C1)C1=CC=CC=C1C#N,OB(O)C1=CC=C(C=O)C=C1.F[B](F)(F)F.N#CC1=CC=CC=C1[N+]#N.[Pd++].CC([O-])=O.CC([O-])=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=49083969&database=RX&origin=ReaxysOutput&ln=,(483 of 3836),2,82,full reaction; has preparation,"4-fluoroboronic acid; 3-benzoyl-5,5-dimethylimidazolidine-2,4-dione",4-fluorobenzophenone,293138,OB(O)C1=CC=C(F)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O>>FC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,15,110,None,None,Sealed tube; Inert atmosphere,Suzuki-Miyaura Coupling,None,None,None,Experimental part,None,None,4-fluorobenzophenone,86 percent,86,None,None,"allylchloro[1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidine]palladium(II); potassium carbonate",None,"1,4-dioxane","Article; Luo, Zhongfeng; Liu, Tingting; Guo, Weijie; Wang, Zijia; Huang, Jingjun; Zhu, Yulin; Zeng, Zhuo; Organic Process Research and Development; vol. 22; 9; (2018); p. 1188 - 1199;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=74738040&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,86 percent86None,[K+].[K+].[O-]C([O-])=O,"allylchloro[1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidine]palladium(II)",OB(O)C1=CC=C(F)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O.[K+].[K+].[O-]C([O-])=O>>FC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OB(O)C1=CC=C(F)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O,FC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OB(O)C1=CC=C(F)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O.[K+].[K+].[O-]C([O-])=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=23141825&database=RX&origin=ReaxysOutput&ln=,(81 of 4030),10,99,full reaction; has preparation,3-pyridylboronic acid; para-nitrophenyl bromide,3-(4'-nitrophenyl)pyridine,295355,OB(O)C1=CC=CN=C1.BrC1=CC=C(C=C1)N(=O)=O>>O=N(=O)C1=CC=C(C=C1)C1=CC=CN=C1,Preparation,None,None,None,1,None,None,None,None,2,66,None,None,Large scale reaction,Suzuki coupling,None,None,None,None,experimental part,None,3-(4'-nitrophenyl)pyridine,79 percent,79,None,None,"(1,1'-bis(diphenylphosphino)ferrocene)palladium(II) dichloride; sodium carbonate",None,tetrahydrofuran,"Article; Wallace, Debra J.; Baxter, Carl A.; Brands, Karel J. M.; Bremeyer, Nadine; Brewer, Sarah E.; Desmond, Richard; Emerson, Khateeta M.; Foley, Jennifer; Fernandez, Paul; Hu, Weifeng; Keen, Stephen P.; Mullens, Peter; Muzzio, Daniel; Sajonz, Peter; Tan, Lushi; Wilson, Robert D.; Zhou, George; Zhou, Guoyue; Organic Process Research and Development; vol. 15; 4; (2011); p. 831 - 840;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20149320&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,79 percent79None,[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2].[Na+].[Na+].[O-]C([O-])=O,,OB(O)C1=CC=CN=C1.BrC1=CC=C(C=C1)N(=O)=O.[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2].[Na+].[Na+].[O-]C([O-])=O>>O=N(=O)C1=CC=C(C=C1)C1=CC=CN=C1,OB(O)C1=CC=CN=C1.BrC1=CC=C(C=C1)N(=O)=O,O=N(=O)C1=CC=C(C=C1)C1=CC=CN=C1,OB(O)C1=CC=CN=C1.BrC1=CC=C(C=C1)N(=O)=O.[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2].[Na+].[Na+].[O-]C([O-])=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=49083966&database=RX&origin=ReaxysOutput&ln=,(658 of 3836),1,77,full reaction; has preparation,"3,4-(methylenedioxy)-benzeneboronic acid; 3-benzoyl-5,5-dimethylimidazolidine-2,4-dione","(3,4-methylenedioxyphenyl) phenyl methanone",293138,OB(O)C1=CC2=C(OCO2)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O>>O=C(C1=CC=CC=C1)C1=CC2=C(OCO2)C=C1,Preparation,None,None,None,1,None,None,None,None,15,110,None,None,Sealed tube; Inert atmosphere,Suzuki-Miyaura Coupling,None,None,None,Experimental part,None,None,"(3,4-methylenedioxyphenyl) phenyl methanone",90 percent,90,None,None,"allylchloro[1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidine]palladium(II); potassium carbonate",None,"1,4-dioxane","Article; Luo, Zhongfeng; Liu, Tingting; Guo, Weijie; Wang, Zijia; Huang, Jingjun; Zhu, Yulin; Zeng, Zhuo; Organic Process Research and Development; vol. 22; 9; (2018); p. 1188 - 1199;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=74738040&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,90 percent90None,[K+].[K+].[O-]C([O-])=O,"allylchloro[1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidine]palladium(II)",OB(O)C1=CC2=C(OCO2)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O.[K+].[K+].[O-]C([O-])=O>>O=C(C1=CC=CC=C1)C1=CC2=C(OCO2)C=C1,OB(O)C1=CC2=C(OCO2)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O,O=C(C1=CC=CC=C1)C1=CC2=C(OCO2)C=C1,OB(O)C1=CC2=C(OCO2)C=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O.[K+].[K+].[O-]C([O-])=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=49083972&database=RX&origin=ReaxysOutput&ln=,(498 of 3836),2,81,full reaction; has preparation,"Thien-3-ylboronic acid; 3-benzoyl-5,5-dimethylimidazolidine-2,4-dione",3-benzoylthiophene,299708,OB(O)C1=CSC=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O>>O=C(C1=CSC=C1)C1=CC=CC=C1,Preparation,None,None,None,1,None,None,None,None,15,110,None,None,Sealed tube; Inert atmosphere,Suzuki-Miyaura Coupling,None,None,None,Experimental part,None,None,3-benzoylthiophene,80 percent,80,None,None,"allylchloro[1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidine]palladium(II); potassium carbonate",None,"1,4-dioxane","Article; Luo, Zhongfeng; Liu, Tingting; Guo, Weijie; Wang, Zijia; Huang, Jingjun; Zhu, Yulin; Zeng, Zhuo; Organic Process Research and Development; vol. 22; 9; (2018); p. 1188 - 1199;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=74738040&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,80 percent80None,[K+].[K+].[O-]C([O-])=O,"allylchloro[1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidine]palladium(II)",OB(O)C1=CSC=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O.[K+].[K+].[O-]C([O-])=O>>O=C(C1=CSC=C1)C1=CC=CC=C1,OB(O)C1=CSC=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O,O=C(C1=CSC=C1)C1=CC=CC=C1,OB(O)C1=CSC=C1.CC1(C)NC(=O)N(C(=O)C2=CC=CC=C2)C1=O.[K+].[K+].[O-]C([O-])=O
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=28266627&database=RX&origin=ReaxysOutput&ln=,(286 of 2710),3,85,full reaction; has preparation,"Thien-3-ylboronic acid; 3,5-dibromophenol; 3,4-(methylenedioxy)-benzeneboronic acid","3-(benzo[1,3]dioxol-5-yl)-5-(thiophen-3-yl)phenol",None,OB(O)C1=CSC=C1.OC1=CC(Br)=CC(Br)=C1.OB(O)C1=CC2=C(OCO2)C=C1>>OC1=CC(=CC(=C1)C1=CSC=C1)C1=CC2=C(OCO2)C=C1,Preparation,None,None,None,1,None,None,None,None,24,95,None,None,None,Suzuki Coupling,None,None,None,Body text,None,None,"3-(benzo[1,3]dioxol-5-yl)-5-(thiophen-3-yl)phenol",37 percent,37,None,None,"(1,1'-bis(diphenylphosphino)ferrocene)palladium(II) dichloride",None,"1,2-dimethoxyethane","Article; Shu, Lianhe; Wang, Ping; Radinov, Roumen; Dominique, Romyr; Wright, James; Alabanza, Lady Mae; Dong, Yan; Organic Process Research and Development; vol. 17; 1; (2013); p. 114 - 119;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=35467903&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,37 percent37None,[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2],,OB(O)C1=CSC=C1.OC1=CC(Br)=CC(Br)=C1.OB(O)C1=CC2=C(OCO2)C=C1.[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2]>>OC1=CC(=CC(=C1)C1=CSC=C1)C1=CC2=C(OCO2)C=C1,OB(O)C1=CSC=C1.OC1=CC(Br)=CC(Br)=C1.OB(O)C1=CC2=C(OCO2)C=C1,OC1=CC(=CC(=C1)C1=CSC=C1)C1=CC2=C(OCO2)C=C1,OB(O)C1=CSC=C1.OC1=CC(Br)=CC(Br)=C1.OB(O)C1=CC2=C(OCO2)C=C1.[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.[CH-]1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2]
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=48693065&database=RX&origin=ReaxysOutput&ln=,(973 of 3836),1,74,full reaction; has preparation,"(1S,2S)-2-iodocyclopropanecarboxylic acid; 1-[2-(diisobutylamino)-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)phenyl]-3-(p-tolyl)urea","(1R,2S)-2-[4-(diisobutylamino)-3-(3-(p-tolyl)ureido)phenyl] cyclopropanecarboxylic acid",293795,OC(=O)[C@@H]1C[C@@H]1I.CC(C)CN(CC(C)C)C1=CC=C(C=C1NC(=O)NC1=CC=C(C)C=C1)B1OC(C)(C)C(C)(C)O1>>CC(C)CN(CC(C)C)C1=C(NC(=O)NC2=CC=C(C)C=C2)C=C(C=C1)[C@H]1C[C@H]1C(O)=O,Preparation,None,None,None,1,None,None,None,None,14,55,None,None,Inert atmosphere,Suzuki Coupling,None,Reagent/catalyst; Solvent,None,Experimental part,None,stereospecific reaction,"(1R,2S)-2-[4-(diisobutylamino)-3-(3-(p-tolyl)ureido)phenyl] cyclopropanecarboxylic acid",60 percent,60,None,None,palladium diacetate; tris-(o-tolyl)phosphine; sodium hydroxide,None,tetrahydrofuran; water,"Article; Maity, Prantik; Reddy, V. V. Ramana; Mohan, Jayaraj; Korapati, Satish; Narayana, Harishkumar; Cherupally, Nagesh; Chandrasekaran, Sathishkumar; Ramachandran, Ravikumar; Sfouggatakis, Chris; Eastgate, Martin D.; Simmons, Eric M.; Vaidyanathan, Rajappa; Organic Process Research and Development; vol. 22; 7; (2018); p. 888 - 897;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=74467106&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,60 percent60None,[Pd++].CC([O-])=O.CC([O-])=O.Cc1ccccc1P(c2ccccc2C)c3ccccc3C.[OH-].[Na+],,OC(=O)[C@@H]1C[C@@H]1I.CC(C)CN(CC(C)C)C1=CC=C(C=C1NC(=O)NC1=CC=C(C)C=C1)B1OC(C)(C)C(C)(C)O1.[Pd++].CC([O-])=O.CC([O-])=O.Cc1ccccc1P(c2ccccc2C)c3ccccc3C.[OH-].[Na+]>>CC(C)CN(CC(C)C)C1=C(NC(=O)NC2=CC=C(C)C=C2)C=C(C=C1)[C@H]1C[C@H]1C(O)=O,OC(=O)[C@@H]1C[C@@H]1I.CC(C)CN(CC(C)C)C1=CC=C(C=C1NC(=O)NC1=CC=C(C)C=C1)B1OC(C)(C)C(C)(C)O1,CC(C)CN(CC(C)C)C1=C(NC(=O)NC2=CC=C(C)C=C2)C=C(C=C1)[C@H]1C[C@H]1C(O)=O,OC(=O)[C@@H]1C[C@@H]1I.CC(C)CN(CC(C)C)C1=CC=C(C=C1NC(=O)NC1=CC=C(C)C=C1)B1OC(C)(C)C(C)(C)O1.[Pd++].CC([O-])=O.CC([O-])=O.Cc1ccccc1P(c2ccccc2C)c3ccccc3C.[OH-].[Na+]
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=28585053&database=RX&origin=ReaxysOutput&ln=,(903 of 3523),2,70,full reaction; has preparation,2-[(E)-2-(4-bromophenyl)vinyl]-5-chloronicotinic acid,"7-bromo-3-chloro-5H-benzo[4,5]cyclohepta[1,2-b]pyridin-5-one",292708,OC(=O)C1=C(\C=C\C2=CC=C(Br)C=C2)N=CC(Cl)=C1>>ClC1=CC2=C(C=CC3=C(C=C(Br)C=C3)C2=O)N=C1,Preparation,None,None,None,1,None,None,2.0,None,1,180 - 220,None,None,Inert atmosphere; Large scale reaction; Large scale reaction,Friedel Crafts cyclization,None,None,None,None,experimental part,None,"7-bromo-3-chloro-5H-benzo[4,5]cyclohepta[1,2-b]pyridin-5-one",67 percent,67,None,2-[(E)-2-(4-bromophenyl)vinyl]-5-chloronicotinic acid,triethylamine,None,dichloromethane,"Article; Stewart, Gavin W.; Brands, Karel M. J.; Brewer, Sarah E.; Cowden, Cameron J.; Davies, Antony J.; Edwards, John S.; Gibson, Andrew W.; Hamilton, Simon E.; Katz, Jason D.; Keen, Stephen P.; Mullens, Peter R.; Scott, Jeremy P.; Wallace, Debra J.; Wise, Christopher S.; Organic Process Research and Development; vol. 14; 4; (2010); p. 849 - 858;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=8996123&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,67 percent67None,CCN(CC)CC,,OC(=O)C1=C(\C=C\C2=CC=C(Br)C=C2)N=CC(Cl)=C1.CCN(CC)CC>>ClC1=CC2=C(C=CC3=C(C=C(Br)C=C3)C2=O)N=C1,OC(=O)C1=C(\C=C\C2=CC=C(Br)C=C2)N=CC(Cl)=C1,ClC1=CC2=C(C=CC3=C(C=C(Br)C=C3)C2=O)N=C1,OC(=O)C1=C(\C=C\C2=CC=C(Br)C=C2)N=CC(Cl)=C1.CCN(CC)CC
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=25758123&database=RX&origin=ReaxysOutput&ln=,(557 of 4030),2,79,full reaction; has preparation,4-bromonaphthalene-1-carboxylic acid; benzylacrylate,4-{(1E)-3-oxo-3-[(phenylmethyl)oxy]-1-propen-1-yl}-1-naphthalenecarboxylic acid,295997,OC(=O)C1=C2C=CC=CC2=C(Br)C=C1.C=CC(=O)OCC1=CC=CC=C1>>OC(=O)C1=C2C=CC=CC2=C(\C=C\C(=O)OCC2=CC=CC=C2)C=C1,Preparation,None,None,None,1,None,None,None,None,11,90,None,None,Inert atmosphere; Large scale reaction,Heck reaction,None,None,None,None,experimental part,None,4-{(1E)-3-oxo-3-[(phenylmethyl)oxy]-1-propen-1-yl}-1-naphthalenecarboxylic acid,84 percent,84,None,None,palladium diacetate; triethylamine; triphenylphosphine,None,toluene,"Article; Harling, Sandra J.; Herbal, Karim; Langlade, Nathalie; Sanganee, Mahesh; Strachan, John B.; Turner, Peter G.; Whiting, Matthew P.; Bret, Guillaume; Loft, Mike; Negus, Alan; Shanahan, Steve; Organic process research and development; vol. 15; 1; (2011); p. 112 - 122;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=20015798&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,84 percent84None,[Pd++].CC([O-])=O.CC([O-])=O.CCN(CC)CC.c1ccc(cc1)P(c2ccccc2)c3ccccc3,,OC(=O)C1=C2C=CC=CC2=C(Br)C=C1.C=CC(=O)OCC1=CC=CC=C1.[Pd++].CC([O-])=O.CC([O-])=O.CCN(CC)CC.c1ccc(cc1)P(c2ccccc2)c3ccccc3>>OC(=O)C1=C2C=CC=CC2=C(\C=C\C(=O)OCC2=CC=CC=C2)C=C1,OC(=O)C1=C2C=CC=CC2=C(Br)C=C1.C=CC(=O)OCC1=CC=CC=C1,OC(=O)C1=C2C=CC=CC2=C(\C=C\C(=O)OCC2=CC=CC=C2)C=C1,OC(=O)C1=C2C=CC=CC2=C(Br)C=C1.C=CC(=O)OCC1=CC=CC=C1.[Pd++].CC([O-])=O.CC([O-])=O.CCN(CC)CC.c1ccc(cc1)P(c2ccccc2)c3ccccc3
;,None,https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=29625939&database=RX&origin=ReaxysOutput&ln=,(442 of 4030),2,83,full reaction; has preparation,"1-(2,4-difluorophenyl)-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridine-5-carboxylic acid","5-bromo-1-(2,4-difluorophenyl)-1H-pyrazolo[3,4-b]pyridin-6(7H)-one",None,OC(=O)C1=CC2=C(NC1=O)N(N=C2)C1=C(F)C=C(F)C=C1>>FC1=CC(F)=C(C=C1)N1N=CC2=C1NC(=O)C(Br)=C2,Preparation,None,None,None,1,None,None,None,None,6,20 - 50,None,None,Large scale reaction,Hunsdiecker reaction,None,None,None,None,experimental part,None,"5-bromo-1-(2,4-difluorophenyl)-1H-pyrazolo[3,4-b]pyridin-6(7H)-one",89 percent,89,None,None,N-Bromosuccinimide; lithium acetate,None,tetrahydrofuran; water,"Article; Milburn, Robert R.; Thiel, Oliver R.; Achmatowicz, Michal; Wang, Xiang; Zigterman, Jamie; Bernard, Charles; Colyer, John T.; Divirgilio, Evan; Crockett, Rich; Correll, Tiffany L.; Nagapudi, Karthik; Ranganathan, Kumar; Hedley, Simon J.; Allgeier, Alan; Larsen, Robert D.; Organic process research and development; vol. 15; 1; (2011); p. 31 - 43;",https://www.reaxys.com/reaxys/secured/hopinto.do?context=C&amp;query=CNR.CNR=9078812&amp;database=RX&amp;origin=ReaxysOutput&amp;ln=,89 percent89None,BrN1C(=O)CCC1=O.[Li+].CC([O-])=O,,OC(=O)C1=CC2=C(NC1=O)N(N=C2)C1=C(F)C=C(F)C=C1.BrN1C(=O)CCC1=O.[Li+].CC([O-])=O>>FC1=CC(F)=C(C=C1)N1N=CC2=C1NC(=O)C(Br)=C2,OC(=O)C1=CC2=C(NC1=O)N(N=C2)C1=C(F)C=C(F)C=C1,FC1=CC(F)=C(C=C1)N1N=CC2=C1NC(=O)C(Br)=C2,OC(=O)C1=CC2=C(NC1=O)N(N=C2)C1=C(F)C=C(F)C=C1.BrN1C(=O)CCC1=O.[Li+].CC([O-])=O
